id,name_ko,name_en,description,ingredients,category,spicy_level,image_url
619,고추부각,Chili Pepper Chips,"Green peppers halved with seeds removed, coated with flour, sweet rice powder, or sweet rice paste and then steamed, sun-dried, and deep-fried.",,전 [Jeon],,
620,고추전,Pan-fried Battered Chili Pepper ,"Egg-battered, pan-fried green peppers halved with seeds removed and stuffed with a mixture of seasoned ground beef and bean curd. The spiciness of the peppers makes this dish particularly delicious.",,전 [Jeon],,
621,굴전,Pan-fried Battered Oyster,"Flour-coated, egg-battered oysters pan-fried and served with a vinegar-based soy sauce.",,전 [Jeon],,
622,김말이튀김,Deep-fried Laver Roll,"Boiled glass noodles pan-fried with chopped carrot and green onion, wrapped in laver cut into four pieces, and battered and fried. A Korean favorite, this snack is usually eaten with tteokbokki. ",,전 [Jeon],,
623,김부각,Laver Chips,This side dish is made by brushing laver with sweet rice paste and sprinkling with sesame seeds and red chili powder before sun-drying and deep-frying. ,,전 [Jeon],,
624,김치빈대떡,Kimchi and Mung Bean Pancake,"This dish is made by peeling and soaking mung beans, grinding them, and then frying them with kimchi and beef or pork in a frying pan or on a griddle. Rice powder can be mixed into the batter to make it more crispy.",,전 [Jeon],,
625,김치전,Kimchi Pancake,"Slices of well-fermented kimchi mixed into a flour batter and pan-fried. Finely chopped pork, squid, and clam meat may be added to the batter as well.",,전 [Jeon],,
626,깻잎전,Pan-fried Battered Perilla Leaves,"Half-folded perilla leaves stuffed with a mixture of minced meat and vegetables, egg-battered, and pan-fried. The fragrant perilla leaves stimulate one’s taste buds.",,전 [Jeon],,
627,꼬막전,Pan-fried Battered Cockles,"Parboiled and shucked cockles mixed with beaten eggs, flour, and vegetables and pan-fried. This dish is a local specialty of South Jeolla Province, which is a major cockle producer.",,전 [Jeon],,
628,녹두전,Mung Bean Pancake,"Stone-ground mung beans, sliced beef or pork, mung bean sprouts, fiddleheads, and cabbage kimchimixed into a batter and shallow-fried on agriddle. Ground rice may be added to soften the taste.",,전 [Jeon],,
629,다시마부각,Kelp Chips,Thick kelp brushed with sweet rice paste and then sun-dried and deep-fried.,,전 [Jeon],,
630,단군신화전,Pan-fried Battered Kimchi Roll with Garlic and Beef,"This is a dish made with the ingredients mentioned in the Korean foundation myth, “Myth of Dangun.” Perilla leaves, roasted beef, and garlic are rolled in cabbage leaves, coated with flour, and dipped into beaten eggs. The wraps are cut into bite-sized pieces before serving.",,전 [Jeon],,
631,단호박튀김,Deep-fried Pumpkin,"Seeded sweet pumpkin cut into one- to two-centimeter pieces, coated with flour, battered, and fried. Sweet pumpkin is just as sweet as sweet potatoes. ",,전 [Jeon],,
632,달래전,Wild Rocambole Pancake,"This dish is made by mixing wild rocambole into a flour batter and frying in a pan or on a griddle. Depending on one's taste, finely chopped chili peppers can be added to give a spicy flavor to the dish. It is served with a soy sauce dip.",,전 [Jeon],,
633,동그랑땡,Meat Fritters,"A mixture of ground beef or pork and minced vegetables molded into round shapes, flour-coated, egg-battered, and pan-fried.",,전 [Jeon],,
634,동태전,Pan-fried Battered Pollack Fillet,"Dongtaejeon is one of the essential dishes served for the Korean ancestor worship ceremony. It is made by seasoning frozen pollack fillets with salt and pepper, coating with flour and beaten eggs, and pan-frying.",,전 [Jeon],,
635,두부전,Pan-fried Battered Bean Curd ,"Bean curd cut into bite-sized pieces and pan-fried in a preheated pan. Served with a soy sauce-based dipping sauce, pan-fried bean curd is a popular and healthy food widely eaten in Korea, Japan, and China.",,전 [Jeon],,
636,떡튀김,Deep-fried Rice Cake,Sliced rice cake bars (garaetteok) or thin rice cake sticks (tteokbokkitteok) fried. This dish is served with a honey dip or a sweet and spicy gochujang (red chili paste) dipping sauce.,,전 [Jeon],,
637,만두튀김,Deep-fried Dumplings,"Deep-fried flat dumplings stuffed with minced meat, bean curd, green onion, onion, and glass noodles. It is served with a vinegar-soy dipping sauce.",,전 [Jeon],,
638,메밀장떡,Buckwheat Pancake,Buckwheat batter mixed with gochujang (red chili paste) or doenjang (soybean paste) and thinly spread and fried in an oiled pan or griddle. Aster leaves or wild rocambole can be mixed into the batter.,,전 [Jeon],,
639,메밀전병,Buckwheat Crepe,"This crepe-like dish is made by pan-frying buckwheat batter and rolling it with chopped radish, Korean cabbage, and meat as a filling. It is also referred to as memilchongtteok and buchimgae.",,전 [Jeon],,
640,모둠전,Assorted Savory Pancakes,"A colorful dish of beef, fish, and vegetable slicescoated in flour or egg batter and pan-fried.The assorted jeons are tastefully arranged on a plate.",,전 [Jeon],,
641,미꾸라지튀김,Deep-fried Loach,"Cleaned loach flour-battered and deep-fried. This dish is crisp, rich-flavored, and ideal as a snack or side dish for alcoholic beverages.",,전 [Jeon],,
642,미나리전,Water Parsley Pancake,"Water parsley placed in an oiled pan, drizzled with a mixture of flour, beaten eggs, water, and salt, and pan-fried. Stir-fried beef, mussel meat, and green pepper can be added according to one’s taste.",,전 [Jeon],,
643,배추전,Cabbage Pancake,"Korean cabbage leaves dipped in a flour batter seasoned with salt and pan-fried in an oiled pan. Popular in Gyeongsang Province, this dish is served with a mixture of soy sauce and vinegar. As it is made with simple ingredients, it has a refreshing taste.",,전 [Jeon],,
644,버섯전,Pan-fried Battered Mushrooms,"Dried shiitake, oyster, king oyster, and other types of mushrooms flour-coated and pan-fried in egg batter. This dish is favored for its flavor and chewy texture.",,전 [Jeon],,
645,복튀김,Deep-fried Puffer Fish,"Puffer fish cut nice and thick, seasoned with chopped garlic, sesame oil, salt, and pepper powder, and then battered and fried. A deep-fried delicacy, this tasty dish is crispy on the outside and tender and moist on the inside.",,전 [Jeon],,
646,봄나물전,Spring Vegetable Pancake,"Spring vegetables, such as mugwort, coastal hog fennel, shepherd's purse, and aster leaves, mixed into a flour batter and thinly spread and fried in an oiled pan.",,전 [Jeon],,
647,부각,Vegetable and Seaweed Chips,"This refers to a variety of deep-fried vegetables coated with glutinous rice paste and dried for preservation.A food that is prepared for winter, bugak can be made with many different vegetables, including green pepper, seaweed, perilla leaves, fatsia shoots, kelp, and burdock leaves, among others.",,전 [Jeon],,
648,부추전,Chive Pancake,"To prepare this dish, chive, julienned carrot, and green pepper are mixed with flour and pan-fried in a flat, round, pancake-like shape. The pancake is then served with a vinegar-based soy sauce. Chive is known as a vegetable that cleanses and warms the body.",,전 [Jeon],,
649,빈대떡,Mung Bean Pancake,"This is one of the mandatory dishes on traditional holidays or special festive occasions. Also called nokdujijim or binjatteok, bingdaetteok is made by peeling and soaking mung beans, grinding them, and then pan-frying withvarious vegetables.",,전 [Jeon],,
650,빙떡,Buckwheat Crepe Stuffed with Radish,"This crepe-like dish is made by thinly spreading and frying the batter made with finely ground buckwheat on an oiled pan or griddle, rolling it with julienned and seasoned radish as a filling. It is a local specialty of Jeju Island and has a clean taste.",,전 [Jeon],,
651,빙어튀김,Deep-fried Smelt,Cleaned smelts egg-battered and deep-fried. The unique flavor of the smelts and the crispy texture are great.,,전 [Jeon],,
652,산천어튀김,Deep-fried Masu Salmon,"The masu salmon is a freshwater fish inhabiting the clear and cold uppermost rivers. This dish is made by battering and deep-frying masu salmon, which tastes light.",,전 [Jeon],,
653,삼색전,Tricolor Skewers,"A brochette of vegetables, meat, or seafood threaded onto a skewer and pan-fried, which has three colors or flavors. The brochette is often a combination of mushroom, green chili pepper, onion, or chives. Meat or white flesh fish can be used.",,전 [Jeon],,
654,새우튀김,Deep-fried Shrimp,"Peeled shrimp flour-coated, egg-battered, breaded, and deep-fried. This dish is widely loved by people of all ages and genders.",,전 [Jeon],,
655,생선전,Pan-fried Battered Fish-fillets,"This is made by seasoning slices of fish with salt and pepper and letting them sit for a while. The fish slices are then coated with flour, dipped in eggbatter, and pan-fried. It is usually made with white-flesh fish, such as pollack, cod, and seabream.",,전 [Jeon],,
656,수수부꾸미,Pan-fried Millet Rice Cake,"For this dish, first make the dough by mixing glutinous sorghum powder with warm water. Next, fry flattened dough balls on a pan, add red bean filling, and fold to make create half-moon shapes. This local specialty is characterized by its savory taste and chewy texture.",,전 [Jeon],,
657,애호박전,Pan-fried Battered Zuccinni,"For this dish, thinly sliced squash is seasoned with salt, coated with flour, and dippedinto beaten egg and pan-fried to a goldenbrown color. Garnish with green pepper, red pepper, and crown daisy.",,전 [Jeon],,
658,야채튀김,Deep-fried Vegetables,"Julienned sweet potato, onion, carrot, perilla leaves, and other vegetables dipped in a flour batter and deep-fried. This food is a popular snack in Korea.",,전 [Jeon],,
659,연근전,Pan-fried Battered Lotus Roots,"Peeled, parboiled, and dried sliced lotus root flour-coated, egg-battered, and pan-fried in an oiled pan. The chewy texture of lotus root makes this dish fun to eat.",,전 [Jeon],,
660,오징어튀김,Deep-fried Squid,"Flour-battered, deep-fried squid. Crisp outside and chewy inside, this deep-fried squid dish is made with fresh squid, but dried squid soaked in water may also be used.",,전 [Jeon],,
661,육전,Pan-fried Battered Beef,"This is a dish prepared for special occasions such as wedding ceremonies and seasonal celebrations. Beef is cut into bite-sized pieces, seasoned with salt and pepper, coated with flour, and then dipped in beaten eggs and pan-fried.",,전 [Jeon],,
662,장떡,Chili Pepper Paste and Vegetable Pancake,"A flour batter seasoned with gochujang (red chili paste), mixed with water parsley and other vegetables, and fried on an oiled griddle. Chives, perilla leaves, or chili peppers can be mixed into the batter.",,전 [Jeon],,
663,추어튀김,Deep-fried Loach,Loaches battered with starch and eggs and deep-fried. This dish is crispy and savory. Chopped Cheongyang chili pepper can be mixed into the batter to give a spicy flavor to the dish.,,전 [Jeon],,
664,파래전,Green Laver Pancake,"Cleaned green laver mixed into a flour batter, seasoned with salt, and pan-fried. The fragrance of green laver tends to stimulate the appetite. Shrimp, green pepper, and other ingredients may also be added according to one’s taste.",,전 [Jeon],,
665,파전,Green Onion Pancake,"Tender young green onions mixed with a flour batter and pan-fried in oil. Served with a soy vinaigrette dipping sauce. It goes well with makgeolli, which is traditional Korean wine.",,전 [Jeon],,
666,해물부추전,Seafood and Chive Pancake,"Chives mixed into a flour batter with mussel and clam meat, squid, shrimp, and any other available seafood and pan-fried in an oiled pan. This chewy, pan-fried seafood dish is also enjoyed as a side dish with alcoholic beverages.",,전 [Jeon],,
667,해물파전,Seafood and Green Onion Pancake,"Julienned, tender young green onion stems folded into a flour batter with squid, clam meat, and oysters and pan-fried. Served with a soy vinaigrette dipping sauce.",,전 [Jeon],,
668,호박전,Pan-fried Battered Zucchini ,"Zucchini sliced, flour-coated, and pan-fried in egg batter. This dish is simple to make and consumed as an everyday side dish with rice.",,전 [Jeon],,
669,가자미식해,Salted and Fermented Flounder,"Low-salted flounders fermented with malt. This variation is a local delicacy of Hamgyeong Province. Right-eyed flounders are sliced and fermented with malt and then mixed with cooked millet and rice, salt, and red chili powder for fermentation purposes.",,젓갈 [Jeotgal],,
670,갈치젓,Salted Cutlassfish,"Gutted and scaled cutlassfish cured in salt for two to three months. It is widely used as an ingredient for kimchi. Also, galchisokjeot (salted cutlass offal) is a popular side dish with rice.",,젓갈 [Jeotgal],,
671,꼴뚜기젓,Salted Beka Squid,"Beka squid layered alternately with salt and fermented in an earthen pot for two to three months. Before serving, it is mixed with red chili powder, sesame seeds, and sesame oil.",,젓갈 [Jeotgal],,
672,낙지젓,Salted Octopus,Seafood cured in salt that is often used as a seasoning or side dish. Salted octopus is popular for its chewy texture.,,젓갈 [Jeotgal],,
673,멸치젓,Salted Anchovies,"Salted and fermented anchovies. The anchovies are seasoned with spices and served as a side dish, while the extract is mixed with water and boiled to make a refreshing liquid that is used to make kimchi.",,젓갈 [Jeotgal],,
674,명란젓,Salted Pollack Roe,"Fresh pollack roe cured in salt and mixed with sesame oil and chopped green onion. It is also boiled in stews, mixed with beaten eggs, and used in other types of dishes.",,젓갈 [Jeotgal],,
675,명태식해,Salted and Fermented Pollack,"Half-dried fresh pollack mixed and fermented with cooked millet or glutinous rice and red chili powder. Sikhae refers to a food made by mixing seafood with salt, cooked grains, red chili powder, and radish for fermentation purposes. This variation is a local delicacy of Gangwon and Hamgyeong provinces.",,젓갈 [Jeotgal],,
676,새우젓,Salted Shrimp,"Salted and fermented small white shrimp used for making kimchi, seasoning stews (jjigae), or served as a dipping sauce for boiled pork. There are several types of Saeujeot, depending upon when the shrimp is harvested, such as ojeot (spring), yukjeot (June), and chujeot (autumn), among others.",,젓갈 [Jeotgal],,
677,어리굴젓,Spicy Salted Oysters,"Fresh oysters cured in salt and red chili pepper. Spicy salted oysters are a perfect match for rice. Oysters are salted with or without red chili powder, and non-spicy salted oyster is called “gulgeot.”",,젓갈 [Jeotgal],,
678,연어장,Soy Sauce-marinated Salmon,"This dish is made by boiling soy sauce and cooking wine with green onion, kelp, onion, pepper, and sugar to make brine and pouring the cooled brine over cleaned raw salmon. It is marinated and aged in the refrigerator for three to seven hours until ready to be served.",,젓갈 [Jeotgal],,
679,오징어젓,Salted Squid,"Thinly sliced squid cured in salt. This salty, chewy squid is one of the most popular jeotgal (salted seafood) dishes.",,젓갈 [Jeotgal],,
680,전복장,Soy Sauce-marinated Abalone,"Abalones braised in a sauce made with soy sauce, green onion, garlic, and ginger. Cooked this way, fresh abalones that are savory and tender can be enjoyed in the hot summer.",,젓갈 [Jeotgal],,
681,젓갈,Salted Seafood,"Jeotgal refers to salted and fermented meat, roe, or entrails of fish and shellfish. The three most popular jeotgal dishes in Korea are: myeongranjeot (pollackroe cured in salt with care taken not to puncture the sacks), ojingeojeot (sliced squidcured in salt and seasoned in hot spices), and guljeot (salted and seasoned fresh oysters).",,젓갈 [Jeotgal],,
682,조개젓,Salted Clam Meat,"Shucked clams washed in salt water, drained, and cured in salt in an earthen pot for two weeks. The fermented clam meat is mixed with minced green pepper, red chili powder, chopped green onion and garlic, and sesame seeds. ",,젓갈 [Jeotgal],,
683,황석어젓,Salted Small Yellow Croaker,Yellow croaker cured in salt. Well-fermented yellow croaker is often mixed with chopped green onion and garlic and red chili powder and served as a side dish or used in making kimchi.,,젓갈 [Jeotgal],,
684,강어회,Sliced Raw Leather Carp,"Also referred to as hyangeohoe, leather carp is a freshwater fish known for its firm flesh and lack of fishy smell. For this dish, sliced raw leather carp is served with a vinegar-based gochujang wrapped in perilla leaves or a mustard dipping sauce.",,회 [Hoe],,
685,과메기,Half-dried Saury,"Gwamegi refers to saury half-dried through repeated cycles of freezing and thawing in a dark space. For this dish, remove the bones and skin the gwamegi and serve with fresh brown seaweed, garlic, green pepper, and a vinegar-based gochujang.",,회 [Hoe],,
686,광어회,Sliced Raw Flatfish,"This dish is made with thinly-sliced flatfish, with the bones and skin removed, and served with gochujang mixed with vinegar. Flatfish is good for children as it is rich in lysine, an essential nutrient for growth, and is easy to digest due to its lean flesh.",,회 [Hoe],,
687,두부삼합,"Bean Curd, Pork, and Aged KimchiCombo","This dish is nutty Chodang Soft Bean Curd, boiled pork, and aged kimchi served with wraps. Aged kimchi, which is fermented at low temperatures, has a deep flavor without the typical sour tinge.",,회 [Hoe],,
688,멸치회,Sliced Raw Anchovy,Raw anchovies headed and gutted. The tender anchovies taste savory and flavorful. Anchovies are in season in spring and fall.,,회 [Hoe],,
689,모둠회,Assorted Sliced Raw Fish,"This is a platter of slices of various raw fish, including sea bream, rockfish, and plaice. It is served with gochujang mixed with vinegar, and not only looks colorful, but offers a chance to try a variety of fish.",,회 [Hoe],,
690,문어삼합,"Octopus, Skate, and Pork Combo"," Here, peeled and parboiled octopus, fermented skate, and boiled pork are sliced and served together with white kimchi and pickled perilla leaves for wrapping.",,회 [Hoe],,
691,문어숙회,Parboiled Octopus,Giant Pacific octopus parboiled and sliced sideways. This dish is served with a dipping sauce made by mixing vinegar with gochujang (red chili paste) or adding salt to sesame oil.,,회 [Hoe],,
692,물회,Cold Raw Fish Soup,"In this dish, sliced fish and vegetables are mixed with seasoned spicy hot pepper paste and cold soup is added to it. Whitesaddled reeffish, squid, conch, cuttlefish, and abalone are commonly used.",,회 [Hoe],,
693,민어회,Sliced Raw Croaker,"Thinly sliced fresh croaker. Reaching its prime in the summer, croaker is known to be an energy-boosting food.",,회 [Hoe],,
694,산낙지,Live Octopus,"Live octopus cut into bite-sized pieces and eaten with a dipping oil or vinegar-based gochujang (red chili paste) sauce. This is a popular side dish with soju, a clear, distilled Korean alcoholic beverage.",,회 [Hoe],,
695,생선회,Sliced Raw Fish,"Live, whole fish skinned, deboned, and thinly sliced. Dipped in soy sauce, doenjang (soybean paste) or gochujang (red chili paste), or wrapped in vegetable leafs.",,회 [Hoe],,
696,송어회,Sliced Raw Trout,"Fresh trout sliced into bite-sized pieces and served with a vinegar-based gochujang (red chili paste) sauce or soy sauce mixed with horseradish. Characterized by its red-orange color, trout has a sweet and clean taste.",,회 [Hoe],,
697,오징어물회,Cold Raw Squid Soup,"Live squid sliced and mixed with cucumber, onion, carrot, and green pepper, seasoned with a vinegar-based gochujang (red chili paste) sauce, and served in cold water. This soup is a summer delicacy.",,회 [Hoe],,
698,오징어숙회,Parboiled Squid,Squid parboiled and served with a vinegar-based gochujang (red chili paste) sauce. This dish tastes fresh and savory and can be served with water parsley or perilla leaves for wrapping.,,회 [Hoe],,
699,육회,Beef Tartare,"Thinly-sliced lean cut of raw beef seasoned with soy sauce or gochujang, sesame oil, and sugar and mixed with julienned Asian pear. It is sometimes topped with an egg yolk.",,회 [Hoe],,
700,자리물회,Cold Raw Pearl-spot Chromis Soup,"Fresh, whole white-saddled reef fish sliced and mixed with vegetables in cold doenjang (soybean paste) soup. This soup is a local specialty of Jeju Island.",,회 [Hoe],,
701,전복물회,Cold Abalone Soup,"Abalone parboiled, chopped, mixed with vegetables and condiments, and added to cold broth. The dish can be served with noodles.",,회 [Hoe],,
702,전어무침,Gizzard Shad Salad,Gizzard shad fillets sliced and mixed with vegetables in a vinegar-based gochujang (red chili paste) sauce. The rich taste of the fish and sweet and sour spicy sauce stimulate the appetite.,,회 [Hoe],,
703,전어회,Sliced Raw Gizzard Shad,"Fresh whole gizzard shad thinly sliced and served with a vinegar-based gochujang (red chili paste) sauce or soy sauce. It is eaten with green pepper, garlic, and leafy wraps.",,회 [Hoe],,
704,한치물회,Cold Raw Swordtip Squid Soup,"Fresh whole swordtip squid sliced and mixed with vegetables, seasoned with a sweet and sour sauce, and served in cold broth.",,회 [Hoe],,
705,한치회무침,Sliced Raw Swordtip Squid Salad,"Swordtip squid julienned and tossed with onion, radish, perilla leaves, pear, green pepper, and red pepper in a vinegar-based gochujang (red chili paste) sauce.",,회 [Hoe],,
706,홍어회무침,Sliced Raw Skate Salad,Hongeohoe is fermented skate served with a dipping sauce or aged kimchi leaves. Hongeohoemuchim is sliced hongeohoe mixed with gochujang with vinegar and Korean parsley.,,회 [Hoe],,
707,회무침,Spicy Raw Fish Salad ,"Thickly-shredded raw fish is mixed with various vegetables, such as cucumber and cabbage, and seasoned with gochujang with vinegar. Fish with white flesh and a milder fishy smell, such as butterfish, squid, and cuttlefish, are usually used in this dish.",,회 [Hoe],,
708,갓김치,Leaf Mustard Kimchi,"Leaf mustard mixed with salted seafood juice and a variety of seasonings. Enjoyed widely in Jeolla Province, gatkimchi made with leaf mustard grown in Dolsan, Yeosu, is especially popular. This kimchi has a unique pungent and spicy taste.",,김치 [Kimchi],,
709,겉절이,Fresh Kimchi,"Lightly salted Korean cabbage or lettuce mixed with soy sauce, red chili powder, and sesame oil and served. Featuring a refreshing taste, it is the only kimchi seasoned with sesame oil.",,김치 [Kimchi],,
710,고들빼기김치,Bitter Lettuce Kimchi,"Whole sonchus-leaf crepidiastrum soaked in brine with its roots and mixed with red chili powder and other seasonings. This type of kimchi is also referred to as “ginseng kimchi,” because its pungent taste and fragrance are similar to those of ginseng. It is a delicacy widely eaten in North Jeolla Province.",,김치 [Kimchi],,
711,깍두기,Diced Radish Kimchi,"Cubed, bite-sized radish seasoned with red chili powder and salted and fermented shrimp. Kkakdugi is a required side dish for seolleongtang (ox bonesoup).",,김치 [Kimchi],,
712,깻잎김치,Perilla Leaf Kimchi,"To prepare this dish, soak perilla leaves in salt water for two to three days to allow fermentation to occur. Next, layer the leaves and drizzle seasonings on top. Add salted anchovy soup to taste. Perilla kimchi is a delicacy favored in the summer for its appetite-stimulating effect.",,김치 [Kimchi],,
713,나박김치,Water Kimchi ,"Sliced and salted white radish squares combined with peppers, green onions, garlic, and Korean parsley in brine. Korean cabbage, apples, or pears may be added to sweeten the brine.",,김치 [Kimchi],,
714,돌나물물김치,Stringy Stonecrop Water Kimchi,"Stringy stonecrop mixed with water parsley, julienned radish, and chopped ginger and garlic in a red chili powder broth. This seasonal delicacy is enjoyed in spring and best served cold to bring out its chewy texture and flavor.",,김치 [Kimchi],,
715,돌미나리물김치,Wild Parsley Water Kimchi,"Usually eaten in spring, wild parsley water kimchi is made by mixing wild parsley with thread scallion, green pepper, garlic, ginger, and seasoning with salt. It is a type of kimchi that uses red chili powder mixed with brine for fermentation.",,김치 [Kimchi],,
716,동치미,Radish Water Kimchi,A wintertime kimchi made of salted whole radish immersed in salt brine. It goes well with juk (porridge) and tteok (rice cake) and aids digestion.,,김치 [Kimchi],,
717,배추겉절이,Fresh Cabbage Kimchi,"Tender cabbage leaves shredded, salted, and mixed with bulb onion, salted anchovy juice, and red chili powder, with sesame oil added later. Fresh kimchi is one of the quickest and easiest types of kimchi to make, making it great when one becomes bored with or runs out of aged kimchi.",,김치 [Kimchi],,
718,배추김치,Kimchi(Baechukimchi),"Salted Korean cabbage stuffed with a mixture of julienned white radish, red chili powder, minced garlic, and salted fish. Along with rice, kimchi is a required dish with every Korean meal.",,김치 [Kimchi],,
719,백김치,White Kimchi,"Salted Korean cabbage stuffed with a mixture of white radish, Asian pear, Korean parsley, chestnuts, and salted fish. Extra water is poured onto the kimchi. The absence of red chili powder gives this kimchi a mild and refreshing taste.",,김치 [Kimchi],,
720,보쌈김치,Wrapped Kimchi,"Korean cabbage, white radish, and assorted ingredients wrapped in a large cabbage leaf. Ingredients such as baby octopus, abalone, oyster, and chestnuts are added for variety and flavor.",,김치 [Kimchi],,
721,봄동겉절이,Fresh Winter Cabbage Kimchi,"Fresh or lightly salted winter cabbage leaves mixed with soy sauce, red chili powder, and sesame oil. Characterized by its refreshing taste, fresh kimchi is the only kimchi seasoned with sesame oil.",,김치 [Kimchi],,
722,부추김치,Chive Kimchi,"Chive kimchi is eaten mostly in summer, when chives are harvested, and made by mixing chives with salted anchovy juice and red chili powder. This delicacy of Gyeongsang Province is one of the quickest types of kimchi to make.",,김치 [Kimchi],,
723,섞박지,Radish and Cabbage Kimchi,"Kimchi made with radish and cabbage leaves. One of the types of kimchi that were served at the royal court, seokbakji is made by mixing radish, cabbage leaves, cucumber, and leaf mustard with red chili powder and salted seafood juice.",,김치 [Kimchi],,
724,열무김치,Young Summer Radish Kimchi,"Young summer radish is characterized by its short root and thick, abundant green leaves. Yeolmukimchi (young summer radish kimchi) is made without liquid by adding salted shrimp or with liquid by adding rice paste. It is often eaten in the summer with cold noodles or rice mixed with gochujang.",,김치 [Kimchi],,
725,열무얼갈이김치,Young Summer Radish and Winter Cabbage Kimchi,"Young radish and winter-grown cabbage salted and seasoned with a mixture of glutinous rice paste, red chili powder, and chopped green onion, garlic, and red and green pepper. This type of kimchi is often eaten when one runs out of aged kimchi.",,김치 [Kimchi],,
726,오이소박이,Cucumber Kimchi,"Cucumbers cut lengthwise, slit open, and stuffed with a mixture of chives, garlic, and red chili powder. Makes a crunchy and refreshingsummer kimchi.",,김치 [Kimchi],,
727,총각김치,Whole Radish Kimchi ,"Whole or half-split young white radishes, with the leaves on, salted and mixed with red chili powder and seasonings.",,김치 [Kimchi],,
728,파김치,Green Onion Kimchi,"This dish features kimchi with medium-sized chives and scallions mixed with red pepper and salted and fermented anchovies. In order to eliminate the strong, pungent taste that is unique to green onion, Pakimchi needs to be fermented for quite a long time.",,김치 [Kimchi],,
729,포기김치,Kimchi(Pogikimchi),"Kimchi is made with whole heads of cabbage, like gimjang kimchi.",,김치 [Kimchi],,
730,갈비만두,Pork Rib Dumpling,"Steamed dumplings with a filling of pork rib meat and garlic chives chopped and seasoned with chopped garlic, green onion, ginger, soy sauce, syrup, and sesame oil.",,만두 [Mandu],,
731,고기만두,Meat Dumpling,"Thinly rolled flour dough folded and filled with ground meat and vegetables. There are many kinds of dumplings made using different fillings, dumpling skins, and cooking methods. Meat dumpling is a dumpling with a filling of beef or pork mixed with vegetables.",,만두 [Mandu],,
732,군만두,Pan-fried Dumpling,Dumpling fried in an oiled pan. This is a crispy version of basic dumplings.,,만두 [Mandu],,
733,김치만두,Kimchi Dumpling,"Kimchi dumplings are stuffed with a filling of chopped kimchi, bean curd, and vegetables. They are the most popular type of dumpling among Koreans.",,만두 [Mandu],,
734,꿩만둣국,Pheasant Dumpling Soup,Dumplings stuffed with pheasant meat and boiled in broth. Pheasant meat is considered a delicacy as it is low-fat and does not taste greasy. This dish can be eaten as a meal in winter.,,만두 [Mandu],,
735,떡만둣국,Sliced Rice Cake and DumplingSoup,"Mandu (dumplings) and slices oflong, cylinder-shaped rice cake (garaetteok) boiled in meat broth. This dish is a combination of two separate dishes – tteokguk and mandutguk.",,만두 [Mandu],,
736,만두,Dumplings,"Korean dumplings made of thinly rolled flour dough folded with a filling of ground meat and vegetables. Served boiled, steamed, deep-fried, or pan-fried.",,만두 [Mandu],,
737,만둣국,Dumpling Soup,Minced meat and vegetables wrapped in thin flour dough shells and boiled in beef broth.,,만두 [Mandu],,
738,물만두,Boiled Dumpling,Boiled dumpling is stuffed with a filling of ground pork and chopped chives and green onion and boiled in water or broth.,,만두 [Mandu],,
739,송어만두,Trout Dumpling,"Flour dough dumplings filled with minced trout and seasoned vegetables. A great dish that is rich in nutrients and low in calories, these dumplings can be steamed or pan-fried.",,만두 [Mandu],,
740,왕만두,Jumbo Sized Dumpling,"Jumbo-sized dumpling filled with a mixture of ground meat, mung bean sprouts, and bean curd. It is prepared by steaming or boiling in a soup. ",,만두 [Mandu],,
741,채만두,Buckwheat Dumpling,"A local specialty consumed in Jeongseon, Gangwon Province, chaemandu is a dumpling dish made with gatkimchi and aged, dried, and soaked vegetables wrapped in buckwheat wrappers.",,만두 [Mandu],,
742,가래떡,Rice Cake Stick,"Short-grain rice steamed, pounded, and rolled to form a long, cylindrical rice cake. A staple of New Year’s Day, it is sliced sideways and used as the main ingredient of tteokguk (rice cake soup).",,떡 [Tteok],,
743,감자떡,Potato Cake,"To make this dish, first peeland grate potatoes and wring in a clean cloth to remove any excess moisture. Mix potato starch, grated potatoes, and soaked kidney beans to form a dough and then steam. When cooled, this potato cake makes a healthy snack with a chewy texture.",,떡 [Tteok],,
744,경단,Sweet Rice Balls,"Sweet rice or glutinous millet powder shaped into small balls, boiled in water, and coated in dressing powder (gomul). Called sesame gyeongdan, red bean gyeongdan, or chestnut gyeongdan, depending on the dressing powder.",,떡 [Tteok],,
745,깨경단,Sesame Sweet Rice Balls,"Sweet rice powdered and shaped into small balls, boiled in water, and coated with a dressing powder made from various ingredients, such as sesame seeds (ggaegyeongdan) and boiled and powdered soybeans (konggarugyeongdan).",,떡 [Tteok],,
746,꿀떡,Honey-filled Rice Cake,"Pass sweet rice powder mixed with honey through a sieve, layer with jujubes and pine nuts, and steam.Or make the mixture into a dough. Shape the dough into pieces and stuff with honey or sugar.",,떡 [Tteok],,
747,녹두시루떡,Mung Bean Steamed Rice Cake,Sirutteok refers to glutinous or short grain rice powder layered alternatively with a dressing powder and steamed. Nokdusirutteok uses steamed whole mung beans or powdered mung beans as a topping.,,떡 [Tteok],,
748,무지개떡,Rainbow Rice Cake,"This is a layered rice cake with different colors, thus the name “mujigae (rainbow).” It is made from powdered short grain rice and colored using various natural ingredients, such as gardenia seeds, mugwort, and manna lichen powder. This colorful rice cake used to be served on special occasions, especially on first birthday parties for babies, in the hopes that the babies would grow into happy, well-rounded adults.",,떡 [Tteok],,
